excel_row,column,before,after,species_on_that_row
1241,subfamily (A),,Epidendroideae,millarii
1242,genus (E),,Diaphananthe,pellucida
1242,subfamily (A),,Epidendroideae,pellucida
1244,genus (E),,Gastrochilus,bellinus
1244,subfamily (A),,Epidendroideae,bellinus
1245,genus (E),,Gastrochilus,calceolaris
1245,subfamily (A),,Epidendroideae,calceolaris
1247,genus (E),,Holcoglossum,nujiangense
1247,subfamily (A),,Epidendroideae,nujiangense
1248,genus (E),,Holcoglossum,rupestre
1248,subfamily (A),,Epidendroideae,rupestre
1250,genus (E),,Luisia,curtisii
1250,subfamily (A),,Epidendroideae,curtisii
1251,genus (E),,Luisia,magniflora
1251,subfamily (A),,Epidendroideae,magniflora
1252,genus (E),,Luisia,morsei
1252,subfamily (A),,Epidendroideae,morsei
1253,genus (E),,Luisia,teres
1253,subfamily (A),,Epidendroideae,teres
1254,genus (E),,Luisia,trichorhiza
1254,subfamily (A),,Epidendroideae,trichorhiza
1256,genus (E),,Micropera,rostrata
1256,subfamily (A),,Epidendroideae,rostrata
1258,genus (E),,Papilionanthe,uniflora
1258,subfamily (A),,Epidendroideae,uniflora
1259,genus (E),,Papilionanthe,vandarum
1259,subfamily (A),,Epidendroideae,vandarum
1261,genus (E),,Pelatantheria,scolopendrifolium
1261,subfamily (A),,Epidendroideae,scolopendrifolium
1265,genus (E),,Phalaenopsis,braceana
1265,subfamily (A),,Epidendroideae,braceana
1266,genus (E),,Phalaenopsis,cornu-cervi
1266,subfamily (A),,Epidendroideae,cornu-cervi
1267,genus (E),,Phalaenopsis,difformis
1267,subfamily (A),,Epidendroideae,difformis
1268,genus (E),,Phalaenopsis,japonica
1268,subfamily (A),,Epidendroideae,japonica
1269,genus (E),,Phalaenopsis,ornithochilus
1269,subfamily (A),,Epidendroideae,ornithochilus
1270,genus (E),,Phalaenopsis,pulcherrima
1270,subfamily (A),,Epidendroideae,pulcherrima
1271,genus (E),,Phalaenopsis,schilleriana
1271,subfamily (A),,Epidendroideae,schilleriana
1272,genus (E),,Phalaenopsis,taenialis
1272,subfamily (A),,Epidendroideae,taenialis
1274,genus (E),,Pomatocalpa,macphersonii
1274,subfamily (A),,Epidendroideae,macphersonii
1275,genus (E),,Pomatocalpa,undulatum
1275,subfamily (A),,Epidendroideae,undulatum
1280,genus (E),,Schoenorchis,paniculata
1280,subfamily (A),,Epidendroideae,paniculata
1284,genus (E),,Taeniophyllum,muelleri
1284,subfamily (A),,Epidendroideae,muelleri
1286,genus (E),,Thrixspermum,trichoglottis
1286,subfamily (A),,Epidendroideae,trichoglottis
1289,genus (E),,Vanda,brunnea
1289,subfamily (A),,Epidendroideae,brunnea
1290,genus (E),,Vanda,christensoniana
1290,subfamily (A),,Epidendroideae,christensoniana
1291,genus (E),,Vanda,coerulea
1291,subfamily (A),,Epidendroideae,coerulea
1292,genus (E),,Vanda,concolor
1292,subfamily (A),,Epidendroideae,concolor
1293,genus (E),,Vanda,cristata
1293,subfamily (A),,Epidendroideae,cristata
1294,genus (E),,Vanda,curvifolium
1294,subfamily (A),,Epidendroideae,curvifolium
1295,genus (E),,Vanda,dives
1295,subfamily (A),,Epidendroideae,dives
1296,genus (E),,Vanda,falcata
1296,subfamily (A),,Epidendroideae,falcata
1297,subfamily (A),,Epidendroideae,garayi
1298,genus (E),,Vanda,hookeriana
1298,subfamily (A),,Epidendroideae,hookeriana
1299,genus (E),,Vanda,richardsiana
1299,subfamily (A),,Epidendroideae,richardsiana
1300,genus (E),,Vanda,tricolor
1300,subfamily (A),,Epidendroideae,tricolor
1301,genus (E),,Vanda,xichangensis
1301,subfamily (A),,Epidendroideae,xichangensis
1303,genus (E),,Polystachya,bennettiana
1303,subfamily (A),,Epidendroideae,bennettiana
1304,genus (E),,Polystachya,caloglossa
1304,subfamily (A),,Epidendroideae,caloglossa
1305,genus (E),,Polystachya,campyloglossa
1305,subfamily (A),,Epidendroideae,campyloglossa
1306,genus (E),,Polystachya,caracasana
1306,subfamily (A),,Epidendroideae,caracasana
1307,genus (E),,Polystachya,concreta
1307,subfamily (A),,Epidendroideae,concreta
1308,genus (E),,Polystachya,cultriformis
1308,subfamily (A),,Epidendroideae,cultriformis
1309,genus (E),,Polystachya,elegans
1309,subfamily (A),,Epidendroideae,elegans
1310,genus (E),,Polystachya,estrellensis
1310,subfamily (A),,Epidendroideae,estrellensis
1311,subfamily (A),,Epidendroideae,eurygnatha
1312,genus (E),,Polystachya,foliosa
1312,subfamily (A),,Epidendroideae,foliosa
1313,genus (E),,Polystachya,fusiformis
1313,subfamily (A),,Epidendroideae,fusiformis
1314,genus (E),,Polystachya,golungensis
1314,subfamily (A),,Epidendroideae,golungensis
1315,genus (E),,Polystachya,lawrenceana
1315,subfamily (A),,Epidendroideae,lawrenceana
1316,genus (E),,Polystachya,maculata
1316,subfamily (A),,Epidendroideae,maculata
1317,genus (E),,Polystachya,mauritiana
1317,subfamily (A),,Epidendroideae,mauritiana
1318,genus (E),,Polystachya,cf. ottoniana
1318,subfamily (A),,Epidendroideae,cf. ottoniana
1319,genus (E),,Polystachya,piersii
1319,subfamily (A),,Epidendroideae,piersii
1320,genus (E),,Polystachya,pubescens
1320,subfamily (A),,Epidendroideae,pubescens
1321,subfamily (A),,Epidendroideae,rosea
1322,genus (E),,Polystachya,seticaulis
1322,subfamily (A),,Epidendroideae,seticaulis
1323,genus (E),,Polystachya,spatella
1323,subfamily (A),,Epidendroideae,spatella
1324,genus (E),,Polystachya,tessellata
1324,subfamily (A),,Epidendroideae,tessellata
1325,genus (E),,Polystachya,woosnamii
1325,subfamily (A),,Epidendroideae,woosnamii
1327,genus (E),,Cymbidium,aloifolium
1327,subfamily (A),,Epidendroideae,aloifolium
1328,genus (E),,Cymbidium,atropurpureum
1328,subfamily (A),,Epidendroideae,atropurpureum
1329,genus (E),,Cymbidium,canaliculatum
1329,subfamily (A),,Epidendroideae,canaliculatum
1330,genus (E),,Cymbidium,cyperifolium
1330,subfamily (A),,Epidendroideae,cyperifolium
1331,genus (E),,Cymbidium,dayanum
1331,subfamily (A),,Epidendroideae,dayanum
1332,genus (E),,Cymbidium,devonianum
1332,subfamily (A),,Epidendroideae,devonianum
1333,genus (E),,Cymbidium,ensifolium
1333,subfamily (A),,Epidendroideae,ensifolium
1334,genus (E),,Cymbidium,erythraeum
1334,subfamily (A),,Epidendroideae,erythraeum
1335,subfamily (A),,Epidendroideae,faberi
1336,genus (E),,Cymbidium,finlaysonianum
1336,subfamily (A),,Epidendroideae,finlaysonianum
1337,genus (E),,Cymbidium,floribundum
1337,subfamily (A),,Epidendroideae,floribundum
1338,genus (E),,Cymbidium,goeringii
1338,subfamily (A),,Epidendroideae,goeringii
1339,genus (E),,Cymbidium,haematodes
1339,subfamily (A),,Epidendroideae,haematodes
1340,genus (E),,Cymbidium,insigne
1340,subfamily (A),,Epidendroideae,insigne
1341,genus (E),,Cymbidium,kanran
1341,subfamily (A),,Epidendroideae,kanran
1342,genus (E),,Cymbidium,lancifolium
1342,subfamily (A),,Epidendroideae,lancifolium
1343,genus (E),,Cymbidium,macrorhizon
1343,subfamily (A),,Epidendroideae,macrorhizon
1344,genus (E),,Cymbidium,madidum
1344,subfamily (A),,Epidendroideae,madidum
1345,subfamily (A),,Epidendroideae,qiubeiense
1346,genus (E),,Cymbidium,serratum
1346,subfamily (A),,Epidendroideae,serratum
1347,genus (E),,Cymbidium,sinense
1347,subfamily (A),,Epidendroideae,sinense
1348,genus (E),,Cymbidium,suave
1348,subfamily (A),,Epidendroideae,suave
1349,genus (E),,Cymbidium,suavissimum
1349,subfamily (A),,Epidendroideae,suavissimum
1351,genus (E),,Grammatophyllum,stapeliiflorum
1351,subfamily (A),,Epidendroideae,stapeliiflorum
1353,genus (E),,Eriopsis,rutidobulbon
1353,subfamily (A),,Epidendroideae,rutidobulbon
1354,genus (E),,Eriopsis,sceptrum
1354,subfamily (A),,Epidendroideae,sceptrum
1355,genus (E),,Eriopsis,wercklei
1355,subfamily (A),,Epidendroideae,wercklei
1356,genus (E),,Eriopsis,"sp ""A"""
1356,subfamily (A),,Epidendroideae,"sp ""A"""
1358,genus (E),,Acrolophia,cochlearis
1358,subfamily (A),,Epidendroideae,cochlearis
1359,genus (E),,Acrolophia,micrantha
1359,subfamily (A),,Epidendroideae,micrantha
1363,genus (E),,Dipodium,stenochilum
1363,subfamily (A),,Epidendroideae,stenochilum
1365,genus (E),,Eulophia,alta
1365,subfamily (A),,Epidendroideae,alta
1366,genus (E),,Eulophia,angolensis
1366,subfamily (A),,Epidendroideae,angolensis
1367,genus (E),,Eulophia,borbonica
1367,subfamily (A),,Epidendroideae,borbonica
1368,genus (E),,Eulophia,clavicornis
1368,subfamily (A),,Epidendroideae,clavicornis
1369,genus (E),,Eulophia,cristata
1369,subfamily (A),,Epidendroideae,cristata
1370,genus (E),,Eulophia,cucullata
1370,subfamily (A),,Epidendroideae,cucullata
1371,genus (E),,Eulophia,ensata
1371,subfamily (A),,Epidendroideae,ensata
1372,genus (E),,Eulophia,foliosa
1372,subfamily (A),,Epidendroideae,foliosa
1373,subfamily (A),,Epidendroideae,graminea
1374,genus (E),,Eulophia,horsfallii
1374,subfamily (A),,Epidendroideae,horsfallii
1375,genus (E),,Eulophia,katangensis
1375,subfamily (A),,Epidendroideae,katangensis
1376,genus (E),,Eulophia,macaulayae
1376,subfamily (A),,Epidendroideae,macaulayae
1377,genus (E),,Eulophia,nyasae
1377,subfamily (A),,Epidendroideae,nyasae
1378,genus (E),,Eulophia,ovalis
1378,subfamily (A),,Epidendroideae,ovalis
1379,genus (E),,Eulophia,parviflora A
1379,subfamily (A),,Epidendroideae,parviflora A
1380,genus (E),,Eulophia,parviflora B
1380,subfamily (A),,Epidendroideae,parviflora B
1381,genus (E),,Eulophia,penduliflora
1381,subfamily (A),,Epidendroideae,penduliflora
1382,genus (E),,Eulophia,pulchra
1382,subfamily (A),,Epidendroideae,pulchra
1383,subfamily (A),,Epidendroideae,ruwenzoriensis
1384,genus (E),,Eulophia,saxicola
1384,subfamily (A),,Epidendroideae,saxicola
1385,genus (E),,Eulophia,speciosa
1385,subfamily (A),,Epidendroideae,speciosa
1386,genus (E),,Eulophia,streptopetala
1386,subfamily (A),,Epidendroideae,streptopetala
1387,genus (E),,Eulophia,tenella
1387,subfamily (A),,Epidendroideae,tenella
1388,genus (E),,Eulophia,welwitschii
1388,subfamily (A),,Epidendroideae,welwitschii
1389,genus (E),,Eulophia,zeyheriana
1389,subfamily (A),,Epidendroideae,zeyheriana
1390,genus (E),,Eulophia,zollingeri
1390,subfamily (A),,Epidendroideae,zollingeri
1393,genus (E),,Geodorum,eulophioides
1393,subfamily (A),,Epidendroideae,eulophioides
1394,genus (E),,Geodorum,neocaledonicum
1394,subfamily (A),,Epidendroideae,neocaledonicum
1395,genus (E),,Geodorum,recurvum
1395,subfamily (A),,Epidendroideae,recurvum
1398,genus (E),,Oeceoclades,monophylla
1398,subfamily (A),,Epidendroideae,monophylla
1400,genus (E),,Aspasia,psitticina
1400,subfamily (A),,Epidendroideae,psitticina
1402,genus (E),,Brassia,ochroleuca
1402,subfamily (A),,Epidendroideae,ochroleuca
1404,genus (E),,Capanemia,carinata
1404,subfamily (A),,Epidendroideae,carinata
1405,genus (E),,Capanemia,gehrtii
1405,subfamily (A),,Epidendroideae,gehrtii
1406,genus (E),,Capanemia,micromeria
1406,subfamily (A),,Epidendroideae,micromeria
1407,genus (E),,Capanemia,superflua
1407,subfamily (A),,Epidendroideae,superflua
1408,genus (E),,Capanemia,thereziae
1408,subfamily (A),,Epidendroideae,thereziae
1410,genus (E),,Chytroglossa,marileoniae
1410,subfamily (A),,Epidendroideae,marileoniae
1413,genus (E),,Comparettia,equitans
1413,subfamily (A),,Epidendroideae,equitans
1414,genus (E),,Comparettia,falcata
1414,subfamily (A),,Epidendroideae,falcata
1417,genus (E),,Cyrtochilum,macranthum
1417,subfamily (A),,Epidendroideae,macranthum
1418,genus (E),,Cyrtochilum,meirax
1418,subfamily (A),,Epidendroideae,meirax
1421,genus (E),,Erycina,glossomystax
1421,subfamily (A),,Epidendroideae,glossomystax
1422,genus (E),,Erycina,pumilo
1422,subfamily (A),,Epidendroideae,pumilo
1423,genus (E),,Erycina,zamorensis
1423,subfamily (A),,Epidendroideae,zamorensis
1425,genus (E),,Gomesa,bifolia
1425,subfamily (A),,Epidendroideae,bifolia
1426,genus (E),,Gomesa,brieniana
1426,subfamily (A),,Epidendroideae,brieniana
1427,genus (E),,Gomesa,chrysostoma
1427,subfamily (A),,Epidendroideae,chrysostoma
1428,genus (E),,Gomesa,ciliata
1428,subfamily (A),,Epidendroideae,ciliata
1429,genus (E),,Gomesa,cornigera
1429,subfamily (A),,Epidendroideae,cornigera
1430,genus (E),,Gomesa,crispa
1430,subfamily (A),,Epidendroideae,crispa
1431,genus (E),,Gomesa,cruciata
1431,subfamily (A),,Epidendroideae,cruciata
1432,genus (E),,Gomesa,cuneata
1432,subfamily (A),,Epidendroideae,cuneata
1433,subfamily (A),,Epidendroideae,echinata
1434,genus (E),,Gomesa,flexuosa
1434,subfamily (A),,Epidendroideae,flexuosa
1435,genus (E),,Gomesa,forbesii
1435,subfamily (A),,Epidendroideae,forbesii
1436,genus (E),,Gomesa,glaziovii
1436,subfamily (A),,Epidendroideae,glaziovii
1437,genus (E),,Gomesa,gomesoides
1437,subfamily (A),,Epidendroideae,gomesoides
1438,genus (E),,Gomesa,gutfreundiana
1438,subfamily (A),,Epidendroideae,gutfreundiana
1439,genus (E),,Gomesa,herzogii
1439,subfamily (A),,Epidendroideae,herzogii
1440,genus (E),,Gomesa,hookeri
1440,subfamily (A),,Epidendroideae,hookeri
1441,genus (E),,Gomesa,imperatoris-maimilliani
1441,subfamily (A),,Epidendroideae,imperatoris-maimilliani
1442,genus (E),,Gomesa,jucunda
1442,subfamily (A),,Epidendroideae,jucunda
1443,subfamily (A),,Epidendroideae,kautskyi
1444,genus (E),,Gomesa,laxiflora
1444,subfamily (A),,Epidendroideae,laxiflora
1445,genus (E),,Gomesa,leinigii
1445,subfamily (A),,Epidendroideae,leinigii
1446,genus (E),,Gomesa,lietzei
1446,subfamily (A),,Epidendroideae,lietzei
1447,genus (E),,Gomesa,loefgrenii
1447,subfamily (A),,Epidendroideae,loefgrenii
1448,genus (E),,Gomesa,longicornu
1448,subfamily (A),,Epidendroideae,longicornu
1449,genus (E),,Gomesa,longipes
1449,subfamily (A),,Epidendroideae,longipes
1450,genus (E),,Gomesa,macropetala
1450,subfamily (A),,Epidendroideae,macropetala
1451,genus (E),,Gomesa,microphyta
1451,subfamily (A),,Epidendroideae,microphyta
1452,genus (E),,Gomesa,montana
1452,subfamily (A),,Epidendroideae,montana
1453,subfamily (A),,Epidendroideae,nitida
1454,genus (E),,Gomesa,pabstii
1454,subfamily (A),,Epidendroideae,pabstii
1455,genus (E),,Gomesa,paranensoides
1455,subfamily (A),,Epidendroideae,paranensoides
1456,genus (E),,Gomesa,praetexta
1456,subfamily (A),,Epidendroideae,praetexta
1457,genus (E),,Gomesa,pubes
1457,subfamily (A),,Epidendroideae,pubes
1458,genus (E),,Gomesa,pulchella
1458,subfamily (A),,Epidendroideae,pulchella
1459,genus (E),,Gomesa,radicans
1459,subfamily (A),,Epidendroideae,radicans
1460,genus (E),,Gomesa,ranifera
1460,subfamily (A),,Epidendroideae,ranifera
1461,genus (E),,Gomesa,recurva
1461,subfamily (A),,Epidendroideae,recurva
1462,genus (E),,Gomesa,riograndensis
1462,subfamily (A),,Epidendroideae,riograndensis
1463,subfamily (A),,Epidendroideae,sarcodes
1464,genus (E),,Gomesa,silvana
1464,subfamily (A),,Epidendroideae,silvana
1465,genus (E),,Gomesa,truncata
1465,subfamily (A),,Epidendroideae,truncata
1466,genus (E),,Gomesa,uhlii
1466,subfamily (A),,Epidendroideae,uhlii
1467,genus (E),,Gomesa,varicosa
1467,subfamily (A),,Epidendroideae,varicosa
1468,genus (E),,Gomesa,venusta
1468,subfamily (A),,Epidendroideae,venusta
1469,genus (E),,Gomesa,warmingii
1469,subfamily (A),,Epidendroideae,warmingii
1470,genus (E),,Gomesa,welteri
1470,subfamily (A),,Epidendroideae,welteri
1471,genus (E),,Gomesa,widgrenii
1471,subfamily (A),,Epidendroideae,widgrenii
1473,genus (E),,Grandiphyllum,hians
1473,subfamily (A),,Epidendroideae,hians
1474,genus (E),,Grandiphyllum,schunkeanum
1474,subfamily (A),,Epidendroideae,schunkeanum
1477,genus (E),,Ionopsis,utricularioides
1477,subfamily (A),,Epidendroideae,utricularioides
1479,genus (E),,Leochilus,puertoricensis
1479,subfamily (A),,Epidendroideae,puertoricensis
1480,genus (E),,Leochilus,scriptus
1480,subfamily (A),,Epidendroideae,scriptus
1482,genus (E),,Lockhartia,amoena
1482,subfamily (A),,Epidendroideae,amoena
1483,genus (E),,Lockhartia,bennettii
1483,subfamily (A),,Epidendroideae,bennettii
1484,genus (E),,Lockhartia,grandibracteata
1484,subfamily (A),,Epidendroideae,grandibracteata
1485,genus (E),,Lockhartia,hercodonta
1485,subfamily (A),,Epidendroideae,hercodonta
1486,genus (E),,Lockhartia,lepticaula
1486,subfamily (A),,Epidendroideae,lepticaula
1487,genus (E),,Lockhartia,lunifera
1487,subfamily (A),,Epidendroideae,lunifera
1488,genus (E),,Lockhartia,micrantha
1488,subfamily (A),,Epidendroideae,micrantha
1489,genus (E),,Lockhartia,niesseniae
1489,subfamily (A),,Epidendroideae,niesseniae
1490,subfamily (A),,Epidendroideae,obtusata
1491,genus (E),,Lockhartia,oerstedii
1491,subfamily (A),,Epidendroideae,oerstedii
1492,genus (E),,Lockhartia,serra
1492,subfamily (A),,Epidendroideae,serra
1493,genus (E),,Lockhartia,verrucosa
1493,subfamily (A),,Epidendroideae,verrucosa
1495,genus (E),,Macradenia,paraensis
1495,subfamily (A),,Epidendroideae,paraensis
1497,genus (E),,Macroclinium,xyphophorus
1497,subfamily (A),,Epidendroideae,xyphophorus
1500,genus (E),,Notylia,barkeri
1500,subfamily (A),,Epidendroideae,barkeri
1501,genus (E),,Notylia,buchtienii
1501,subfamily (A),,Epidendroideae,buchtienii
1502,genus (E),,Notylia,latilabia
1502,subfamily (A),,Epidendroideae,latilabia
1503,genus (E),,Notylia,linearis
1503,subfamily (A),,Epidendroideae,linearis
1504,genus (E),,Notylia,longispicata
1504,subfamily (A),,Epidendroideae,longispicata
1505,genus (E),,Notylia,lyrata
1505,subfamily (A),,Epidendroideae,lyrata
1506,genus (E),,Notylia,microchila
1506,subfamily (A),,Epidendroideae,microchila
1507,genus (E),,Notylia,nemorosa
1507,subfamily (A),,Epidendroideae,nemorosa
1508,subfamily (A),,Epidendroideae,obicularis
1509,genus (E),,Notylia,pentachne
1509,subfamily (A),,Epidendroideae,pentachne
1510,genus (E),,Notylia,sagittifera
1510,subfamily (A),,Epidendroideae,sagittifera
1511,genus (E),,Notylia,simplex
1511,subfamily (A),,Epidendroideae,simplex
1512,genus (E),,Notylia,trisepala
1512,subfamily (A),,Epidendroideae,trisepala
1514,genus (E),,Oncidium,amazonicum
1514,subfamily (A),,Epidendroideae,amazonicum
1515,genus (E),,Oncidium,cheirophorum
1515,subfamily (A),,Epidendroideae,cheirophorum
1516,genus (E),,Oncidium,excavatum
1516,subfamily (A),,Epidendroideae,excavatum
1517,genus (E),,Oncidium,fuscatum
1517,subfamily (A),,Epidendroideae,fuscatum
1518,genus (E),,Oncidium,heteranthum
1518,subfamily (A),,Epidendroideae,heteranthum
1519,genus (E),,Oncidium,hyphaematicum
1519,subfamily (A),,Epidendroideae,hyphaematicum
1520,genus (E),,Oncidium,iricolor
1520,subfamily (A),,Epidendroideae,iricolor
1521,genus (E),,Oncidium,kautskyi
1521,subfamily (A),,Epidendroideae,kautskyi
1522,subfamily (A),,Epidendroideae,kegeljani
1523,genus (E),,Oncidium,klotzschiannum
1523,subfamily (A),,Epidendroideae,klotzschiannum
1524,genus (E),,Oncidium,marinii
1524,subfamily (A),,Epidendroideae,marinii
1525,genus (E),,Oncidium,ornithorhynchum
1525,subfamily (A),,Epidendroideae,ornithorhynchum
1526,genus (E),,Oncidium,oxyceras
1526,subfamily (A),,Epidendroideae,oxyceras
1527,genus (E),,Oncidium,picturatissimum
1527,subfamily (A),,Epidendroideae,picturatissimum
1528,genus (E),,Oncidium,planilabre
1528,subfamily (A),,Epidendroideae,planilabre
1529,genus (E),,Oncidium,poikilostalix
1529,subfamily (A),,Epidendroideae,poikilostalix
1530,genus (E),,Oncidium,portillae
1530,subfamily (A),,Epidendroideae,portillae
1531,genus (E),,Oncidium,roseoides
1531,subfamily (A),,Epidendroideae,roseoides
1532,subfamily (A),,Epidendroideae,sphacelatum
1533,genus (E),,Oncidium,strictum
1533,subfamily (A),,Epidendroideae,strictum
1534,genus (E),,Oncidium,vulcanicum
1534,subfamily (A),,Epidendroideae,vulcanicum
1536,genus (E),,Ornithocephalus,ciliatus
1536,subfamily (A),,Epidendroideae,ciliatus
1537,genus (E),,Ornithocephalus,cochleariformis
1537,subfamily (A),,Epidendroideae,cochleariformis
1538,genus (E),,Ornithocephalus,gladiatus
1538,subfamily (A),,Epidendroideae,gladiatus
1539,genus (E),,Ornithocephalus,inflexus
1539,subfamily (A),,Epidendroideae,inflexus
1540,genus (E),,Ornithocephalus,lankesteri
1540,subfamily (A),,Epidendroideae,lankesteri
1541,genus (E),,Ornithocephalus,myrticola
1541,subfamily (A),,Epidendroideae,myrticola
